sentence	sentence_type
Je cherche à optimiser mon trajet entre Dormans et Bazancourt	to_from
Je cherche à optimiser mon trajet entre Givors et Montérolier-Buchy	to_from
Je cherche à optimiser mon trajet entre Régny et Hellemmes	to_from
Je cherche à optimiser mon trajet entre Cenon et Walbach	to_from
Je cherche à optimiser mon trajet entre Elbeuf-St-Aubin et Bar-le-Duc	to_from
Je cherche à optimiser mon trajet entre Quimperlé et L'Isle-d'Abeau	to_from
Je cherche à optimiser mon trajet entre Vernet-d'Ariège et Orthez	to_from
Je cherche à optimiser mon trajet entre Château-Arnoux-St-Auban et Labège-Village	to_from
Je cherche à optimiser mon trajet entre Grenoble et Générac	to_from
Je cherche à optimiser mon trajet entre Gerzat et Simiane	to_from
Je cherche à optimiser mon trajet entre Capvern et Narbonne	to_from
Je cherche à optimiser mon trajet entre Landivisiau et Ailly-sur-Somme	to_from
Je cherche à optimiser mon trajet entre Monthermé et Gourdon	to_from
Je cherche à optimiser mon trajet entre Chevilly et Franois	to_from
Je cherche à optimiser mon trajet entre Contrexéville et Malansac	to_from
Je cherche à optimiser mon trajet entre Tieffenbach-Struth et Walheim	to_from
Je cherche à optimiser mon trajet entre Cahors et Albertville	to_from
Je cherche à optimiser mon trajet entre Lille et Mâlain	to_from
Je cherche à optimiser mon trajet entre Culmont-Chalindrey et Saléchan-Siradan	to_from
Je cherche à optimiser mon trajet entre Voyenne et Rethel	to_from
Je cherche à optimiser mon trajet entre Ronchamp et Bassens	to_from
Je cherche à optimiser mon trajet entre Ailly-sur-Noye et St-Aubin-sur-Scie	to_from
Je cherche à optimiser mon trajet entre Cheilly-lès-Maranges et Longroy-Gamaches	to_from
Je cherche à optimiser mon trajet entre Champagné et Labège-Innopole	to_from
Je cherche à optimiser mon trajet entre Alençon et L'Argentière-les-Écrins	to_from
Je cherche à optimiser mon trajet entre Lentilly et Pontmort	to_from
Je cherche à optimiser mon trajet entre St-Bonnet-de-Rochefort et Drusenheim	to_from
Je cherche à optimiser mon trajet entre Thann et St-Mariens-St-Yzan	to_from
Je cherche à optimiser mon trajet entre St-Priest-Taurion et Russ-Hersbach	to_from
Je cherche à optimiser mon trajet entre La Brillanne-Oraison et Bazancourt	to_from
Je cherche à optimiser mon trajet entre Menars et L'Arbresle	to_from
Je cherche à optimiser mon trajet entre Rouen-Rive-Droite et Poligny	to_from
Je cherche à optimiser mon trajet entre Trentels-Ladignac et Audun-le-Roman	to_from
Je cherche à optimiser mon trajet entre Oermingen et St-Piat	to_from
Comment puis-je me déplacer de Peillon-Ste-Thècle vers Cuers-Pierrefeu de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Neuvy-Pailloux vers St-Rome-de-Cernon de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Lille-Flandres vers St-Cyprien-en-Dordogne de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Ménitré vers Grandvilliers de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Hennebont vers Les Tines de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Pouzauges vers Vierzon de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Toul vers La Villette-St-Prest de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Chalais vers Couzon-au-Mont-d'Or de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Arrou vers Vallorcine de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Couffoulens-Leuc vers Magnette de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Chaux-des-Crotenay vers Vitré de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Villers-les-Pots vers Uzerche de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Rocamadour-Padirac vers Vauxaillon de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Cornil vers Chamonix-Aiguille du Midi de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Longuyon vers Galuzot de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Champagne-sur-Seine vers Milhac-d'Auberoche de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Chartres vers Besançon-Franche-Comté de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Casino-Lacroix-Laval vers Grenoble de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Lyon-Vaise vers Jaux de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Mâcon vers Bains-les-Bains de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Thionville vers St-Quentin de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Mont-Dore vers St-Dalmas-de-Tende de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Vénerque-le-Vernet vers Neussargues de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Munster-Badischhof vers Avenay de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Mauzac vers Montaut-Bétharram de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Rouillé vers Longueville-sur-Scie de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Brohinière vers Vire de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Obernai vers Maubeuge de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Franois vers Andelot de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Yutz vers Landas de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Bourgoin-Jallieu vers Nanteuil-le-Haudouin de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Freistroff vers Étainhus-St-Romain de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Donges vers Les Bossons de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Retiers vers Reuilly de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Montfort-sur-Meu vers Willer-sur-Thur de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Le Bruel vers Carpentras de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Mézériat vers Laroquebrou de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Liévin vers Balsièges-Bourg de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Haie-Fouassière vers St-Pierre-d'Albigny de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Vierzon vers Laroque de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Montréjeau-Gourdan-Polignan vers Nonancourt de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Prissé-la-Charrière vers Paris de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Breil-sur-Roya vers Montreuil-sur-Thérain de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Lyon-Jean-Macé vers St-Cyr-les-Lècques-La Cadière de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Farschviller vers La Verpillière de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Boucoiran vers Uzerche de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Auterive vers Walbourg de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Bayard vers Villeperdue de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Revin vers Serquigny de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Cordemais vers Tenay-Hauteville de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Alouette-France vers Neussargues de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Beaucaire vers Champagne-sur-Seine de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Pavilly vers Chantonnay de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Barr vers Amiens de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Noyal-Acigné vers Joncherey de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Brignais vers Albi-Madeleine de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Gazinet-Cestas vers Vic-sur-Cère de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Aime-La Plagne vers L'Isle-sur-le-Doubs de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Vallon vers Morlaix de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Billy-Montigny vers Couzon-au-Mont-d'Or de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Bourges vers Orléans de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Bollwiller vers Tende de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Monnaie vers Vermenton de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Besançon-Viotte vers Alès de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Ars-sur-Moselle vers Krimmeri-Meinau de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Reignac vers Gunsbach-Griesbach de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Kogenheim vers Verneuil-sur-Serre de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Jacques-Monod-La Demi-Lieue vers St-Martin-le-Beau de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Remiremont vers Mulhouse-Dornach de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Genlis vers Fontainebleau-Avon de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Aime-La Plagne vers Beslé de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Fellering vers Ste-Colombe de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Voves vers Viry-Noureuil de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Les Deux Jumeaux vers St-Denis-des-Murs de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Castelnau-d'Estrétefonds vers Marle-sur-Serre de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Jarrie-Vizille vers Muret de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Saulon vers Loivre de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Heilly vers Fréjus de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Pessac vers Seurre de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Teste vers Bagnols-Chadenet de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Royat-Chamalières vers Tournus de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Vieux-Thann vers Auneau de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Rochefort vers Froncles de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Troyes vers St-Victor-Thizy de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de St-Dalmas-de-Tende vers Aubazine-St-Hilaire de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Grave-d'Ambarès-Gare-Inférieure vers Wisches de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Esquelbecq vers Bouchain de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Balagny-St-Épin vers Fleurieux-sur-l'Arbresle de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Verpillière vers La Meyze de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Marlieux-Châtillon vers Le Havre de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Sète vers Janzé de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Loivre vers Bergues de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Les Deux Jumeaux vers Chazay-Marcilly de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Serquigny vers Lourches de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de La Brillanne-Oraison vers Rang-du-Fliers-Verton de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Briare vers Le Teich de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de St-Romain-le-Puy vers Issoudun de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Faulquemont vers Beaumont-le-Roger de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Boulogne-Tintelleries vers Arbanats de la façon la plus efficiente ?	from_to
Comment puis-je me déplacer de Lavaveix-les-Mines vers St-Nazaire de la façon la plus efficiente ?	from_to
Quel est le meilleur itinéraire pour atteindre Rezé-Pont-Rousseau en partant de St-Gervais-les-Bains-Le Fayet ?	to_from
Quel est le meilleur itinéraire pour atteindre Angers-St-Laud en partant de St-André-le-Gaz ?	to_from
Quel est le meilleur itinéraire pour atteindre Mohon en partant de Toul ?	to_from
Quel est le meilleur itinéraire pour atteindre St-Clair-les-Roches en partant de Longueil-Annel ?	to_from
Quel est le meilleur itinéraire pour atteindre Seltz en partant de Fréteval-Morée ?	to_from
Quel est le meilleur itinéraire pour atteindre Mommenheim en partant de Marignier ?	to_from
Quel est le meilleur itinéraire pour atteindre Bretenoux-Biars en partant de La Bastide-St-Laurent-les-Bains ?	to_from
Quel est le meilleur itinéraire pour atteindre Méricourt-Ribemont en partant de Mouans-Sartoux ?	to_from
Quel est le meilleur itinéraire pour atteindre Marquixanes en partant de Guichen-Bourg-des-Comptes ?	to_from
Quel est le meilleur itinéraire pour atteindre Montferrand-Thoraise en partant de Auboué ?	to_from
Quel est le meilleur itinéraire pour atteindre Allassac en partant de Tonnerre ?	to_from
Quel est le meilleur itinéraire pour atteindre Le Pénity en partant de Rochefort ?	to_from
Quel est le meilleur itinéraire pour atteindre Moulis-Listrac en partant de Cassel ?	to_from
Quel est le meilleur itinéraire pour atteindre Uzerche en partant de Mazingarbe ?	to_from
Quel est le meilleur itinéraire pour atteindre Marseille-Blancarde en partant de Cloyes ?	to_from
Quel est le meilleur itinéraire pour atteindre Blainville-Damelevières en partant de Villers-St-Sépulcre ?	to_from
Quel est le meilleur itinéraire pour atteindre La Barasse en partant de Luant ?	to_from
Quel est le meilleur itinéraire pour atteindre Clères en partant de Vertaizon ?	to_from
Quel est le meilleur itinéraire pour atteindre Hymont-Mattaincourt en partant de Lavilledieu ?	to_from
Quel est le meilleur itinéraire pour atteindre Vendôme-Villiers-sur-Loir en partant de Balagny-St-Épin ?	to_from
Quel est le meilleur itinéraire pour atteindre Chaingy-Fourneaux-Plage en partant de Ranchot ?	to_from
Quel est le meilleur itinéraire pour atteindre Sévérac-le-Château en partant de Sarralbe ?	to_from
Quel est le meilleur itinéraire pour atteindre La Bonneville-sur-Iton en partant de St-Germain-au-Mont-d'Or ?	to_from
Quel est le meilleur itinéraire pour atteindre Château-Renault en partant de La Charité-sur-Loire ?	to_from
Quel est le meilleur itinéraire pour atteindre Louvroil en partant de Ménil-Flin ?	to_from
Quel est le meilleur itinéraire pour atteindre Beillant en partant de Hellemmes ?	to_from
Quel est le meilleur itinéraire pour atteindre Lezennes en partant de Donchery ?	to_from
Quel est le meilleur itinéraire pour atteindre Chaingy-Fourneaux-Plage en partant de Valergues-Lansargues ?	to_from
Quel est le meilleur itinéraire pour atteindre Limeyrat en partant de La Gorp ?	to_from
Quel est le meilleur itinéraire pour atteindre Thiennes en partant de Saulon ?	to_from
Quel est le meilleur itinéraire pour atteindre Ranspach en partant de Tournus ?	to_from
Quel est le meilleur itinéraire pour atteindre Tournemire-Roquefort en partant de Fougeré ?	to_from
Quel est le meilleur itinéraire pour atteindre Mont-Dore en partant de Le Havre ?	to_from
Quel est le meilleur itinéraire pour atteindre Rognac en partant de Teting ?	to_from
Quel est le meilleur itinéraire pour atteindre Vinça en partant de Marienthal ?	to_from
Quel est le meilleur itinéraire pour atteindre Lutzelbourg en partant de Chessy ?	to_from
Quel est le meilleur itinéraire pour atteindre Marlieux-Châtillon en partant de Saléchan-Siradan ?	to_from
Quel est le meilleur itinéraire pour atteindre St-Pierre-sur-Dives en partant de Bonnemain ?	to_from
Quel est le meilleur itinéraire pour atteindre Montmorillon en partant de Paris ?	to_from
Quel est le meilleur itinéraire pour atteindre Nuits-sous-Ravières en partant de Bergerac ?	to_from
Quel est le meilleur itinéraire pour atteindre La Rivière en partant de Aimargues ?	to_from
Quel est le meilleur itinéraire pour atteindre Fépin en partant de Bellegarde ?	to_from
Quel est le meilleur itinéraire pour atteindre Turckheim en partant de Formerie ?	to_from
Quel est le meilleur itinéraire pour atteindre Albigny-Neuville en partant de Noyen ?	to_from
Quel est le meilleur itinéraire pour atteindre Bengy en partant de Avord ?	to_from
Quel est le meilleur itinéraire pour atteindre Villefranche-sur-Mer en partant de St-Aubin-sur-Scie ?	to_from
Quel est le meilleur itinéraire pour atteindre Xertigny en partant de Paris ?	to_from
Quel est le meilleur itinéraire pour atteindre Le Thor en partant de Loriol ?	to_from
Quel est le meilleur itinéraire pour atteindre Renescure en partant de Mont-Louis-La Cabanasse ?	to_from
Quel est le meilleur itinéraire pour atteindre La Levade en partant de Serquigny ?	to_from
Quel est le meilleur itinéraire pour atteindre Tassin en partant de St-Césaire ?	to_from
Quel est le meilleur itinéraire pour atteindre Montpon-Ménestérol en partant de Bayonne ?	to_from
Quel est le meilleur itinéraire pour atteindre Fontpédrouse-St-Thomas-les-Bains en partant de Bartenheim ?	to_from
Quel est le meilleur itinéraire pour atteindre Gadagne en partant de Tanus ?	to_from
Quel est le meilleur itinéraire pour atteindre Crépy-en-Valois en partant de Arrou ?	to_from
Quel est le meilleur itinéraire pour atteindre Martigny-les-Bains en partant de Veynes-Dévoluy ?	to_from
Quel est le meilleur itinéraire pour atteindre Strasbourg-Ville en partant de Escalquens ?	to_from
Quel est le meilleur itinéraire pour atteindre Obernai en partant de Port-de-Bouc ?	to_from
Quel est le meilleur itinéraire pour atteindre Janzé en partant de Marcelcave ?	to_from
Quel est le meilleur itinéraire pour atteindre Dunkerque en partant de Bayonne ?	to_from
Quel est le meilleur itinéraire pour atteindre Liesle en partant de Ménil-Flin ?	to_from
Quel est le meilleur itinéraire pour atteindre Font-Romeu-Odeillo-Via en partant de Sessenheim ?	to_from
Quel est le meilleur itinéraire pour atteindre Gardanne en partant de Montauban-de-Bretagne ?	to_from
Quel est le meilleur itinéraire pour atteindre Génolhac en partant de Pont-d'Ardres ?	to_from
Quel est le meilleur itinéraire pour atteindre Nomain en partant de Ranchot ?	to_from
Quel est le meilleur itinéraire pour atteindre Delle en partant de Montsûrs ?	to_from
Quel est le meilleur itinéraire pour atteindre Les Laumes-Alésia en partant de Longpont ?	to_from
Quel est le meilleur itinéraire pour atteindre Deluz en partant de La Bonneville-sur-Iton ?	to_from
Quel est le meilleur itinéraire pour atteindre Bergerac en partant de Gravelines ?	to_from
Quel est le meilleur itinéraire pour atteindre Évian-les-Bains en partant de Sommery ?	to_from
Quel est le meilleur itinéraire pour atteindre Chevaigné en partant de Murat ?	to_from
Quel est le meilleur itinéraire pour atteindre Mullerhof en partant de Marquixanes ?	to_from
Quel est le meilleur itinéraire pour atteindre Aubie-St-Antoine en partant de La Brigue ?	to_from
Quel est le meilleur itinéraire pour atteindre Keskastel en partant de St-Brieuc ?	to_from
Quel est le meilleur itinéraire pour atteindre Le Méridien en partant de Cinq-Mars-la-Pile ?	to_from
Quel est le meilleur itinéraire pour atteindre Guignicourt en partant de Lavaur ?	to_from
Quel est le meilleur itinéraire pour atteindre Les Deux Jumeaux en partant de Meroux ?	to_from
Quel est le meilleur itinéraire pour atteindre Arbois en partant de Miraumont ?	to_from
Quel est le meilleur itinéraire pour atteindre Couzon-au-Mont-d'Or en partant de Bourges ?	to_from
Quel est le meilleur itinéraire pour atteindre Neuves-Maisons en partant de Les Ormes-sur-Vienne ?	to_from
Quel est le meilleur itinéraire pour atteindre Hermes-Berthecourt en partant de Saincaize ?	to_from
Quel est le meilleur itinéraire pour atteindre Brebières-Sud en partant de Lafarge ?	to_from
Quel est le meilleur itinéraire pour atteindre Vougeot-Gilly-lès-Cîteaux en partant de Lutterbach ?	to_from
Quel est le meilleur itinéraire pour atteindre Broye en partant de Farschviller ?	to_from
Quel est le meilleur itinéraire pour atteindre Foëcy en partant de Lafarge ?	to_from
Quel est le meilleur itinéraire pour atteindre Compiègne en partant de Chaponost ?	to_from
Quel est le meilleur itinéraire pour atteindre St-Germain-au-Mont-d'Or en partant de Frénouville-Cagny ?	to_from
Quel est le meilleur itinéraire pour atteindre Ossun en partant de La Frayère ?	to_from
Quel est le meilleur itinéraire pour atteindre Château-Gaillard en partant de Foix ?	to_from
Quel est le meilleur itinéraire pour atteindre La Croix-du-Prince en partant de Virieu-sur-Bourbre ?	to_from
Quel est le meilleur itinéraire pour atteindre Auffay en partant de Vitry-en-Artois ?	to_from
Quel est le meilleur itinéraire pour atteindre Peille en partant de Lourdes ?	to_from
Quel est le meilleur itinéraire pour atteindre Gaillon-Aubevoye en partant de Villefranche-Vernet-les-Bains ?	to_from
Quel est le meilleur itinéraire pour atteindre Estressin en partant de Base Aérienne ?	to_from
Quel est le meilleur itinéraire pour atteindre Montataire en partant de Grésy-sur-Aix ?	to_from
Quel est le meilleur itinéraire pour atteindre La Grave-d'Ambarès-Gare-Inférieure en partant de Bayon ?	to_from
Quel est le meilleur itinéraire pour atteindre Caen en partant de St-Priest-Taurion ?	to_from
Quel est le meilleur itinéraire pour atteindre Vignols-St-Solve en partant de Chissay-en-Touraine ?	to_from
Quel est le meilleur itinéraire pour atteindre Gandrange-Amnéville en partant de St-Lothain ?	to_from
Quel est le meilleur itinéraire pour atteindre Frévin-Capelle en partant de Commercy ?	to_from
Je souhaite planifier mon voyage entre Dercy-Froidmont et Le Haut-Banc	from_to
Je souhaite planifier mon voyage entre La Bernerie-en-Retz et Lamanon	from_to
Je souhaite planifier mon voyage entre St-Geours et Nonancourt	from_to
Je souhaite planifier mon voyage entre Morre et Luxé	from_to
Je souhaite planifier mon voyage entre Rouessé-Vassé et Ruminghem	from_to
Je souhaite planifier mon voyage entre Jacques-Monod-La Demi-Lieue et Noyelles-sur-Mer	from_to
Je souhaite planifier mon voyage entre Aguilcourt-Variscourt et Cahors	from_to
Je souhaite planifier mon voyage entre Limersheim et Loivre	from_to
Je souhaite planifier mon voyage entre Paris et Montpellier-St-Roch	from_to
Je souhaite planifier mon voyage entre Ménil-Flin et Baillargues	from_to
Je souhaite planifier mon voyage entre St-Jean-de-Losne et La Baule-les-Pins	from_to
Je souhaite planifier mon voyage entre Dunkerque et La Haie-Fouassière	from_to
Je souhaite planifier mon voyage entre Lachaud-Curmilhac et Dol-de-Bretagne	from_to
Je souhaite planifier mon voyage entre Escaudoeuvres et Ebblinghem	from_to
Je souhaite planifier mon voyage entre Landivisiau et Longueville-sur-Scie	from_to
Je souhaite planifier mon voyage entre Les Mais et Rosières	from_to
Je souhaite planifier mon voyage entre Couiza-Montazels et Cagnes-sur-Mer	from_to
Je souhaite planifier mon voyage entre Lussac-les-Châteaux et Pont-de-Veyle	from_to
Je souhaite planifier mon voyage entre Vallon et La Ciotat	from_to
Je souhaite planifier mon voyage entre Cosne-sur-Loire et Sceaux-Boësse	from_to
Je souhaite planifier mon voyage entre Lancey et St-Martin-le-Beau	from_to
Je souhaite planifier mon voyage entre Pont-d'Ain et Plerguer	from_to
Je souhaite planifier mon voyage entre Montville et Guillerval	from_to
Je souhaite planifier mon voyage entre St-Jean-de-Losne et Le Teil	from_to
Je souhaite planifier mon voyage entre Ors et Saales	from_to
Je souhaite planifier mon voyage entre Port-Ste-Marie et Vieilleville	from_to
Je souhaite planifier mon voyage entre Champagne-Ardenne et Hochfelden	from_to
Je souhaite planifier mon voyage entre Firminy et Dombasle-sur-Meurthe	from_to
Je souhaite planifier mon voyage entre Pont-de-l'Arche et Bolquère-Eyne	from_to
Je souhaite planifier mon voyage entre Berthelming et Villenave-d'Ornon	from_to
Je souhaite planifier mon voyage entre Callac et Sète	from_to
Je souhaite planifier mon voyage entre Villefranche-de-Lauragais et Montchanin	from_to
Je souhaite planifier mon voyage entre St-Laurent-du-Var et Ambazac	from_to
Je souhaite planifier mon voyage entre St-Jean-de-Luz-Ciboure et Bons-en-Chablais	from_to
Je souhaite planifier mon voyage entre L'Aigle et Vendôme	from_to
Je souhaite planifier mon voyage entre St-Florentin-Vergigny et La Rivière	from_to
Je souhaite planifier mon voyage entre Bailleau-le-Pin et Savonnières	from_to
Je souhaite planifier mon voyage entre Franois et St-Paterne	from_to
Je souhaite planifier mon voyage entre Mulhouse et Neufchâteau	from_to
Je souhaite planifier mon voyage entre Annappes et Dercy-Froidmont	from_to
Je souhaite planifier mon voyage entre Nantiat et Ingrandes-sur-Loire	from_to
Je souhaite planifier mon voyage entre Wavrin et Bétaille	from_to
Je souhaite planifier mon voyage entre St-Amour et Coudekerque-Branche	from_to
Je souhaite planifier mon voyage entre La Réole et Roeschwoog	from_to
Je souhaite planifier mon voyage entre Angers-St-Laud et Villers-St-Paul	from_to
Je souhaite planifier mon voyage entre Abancourt et Nogent-le-Rotrou	from_to
Je souhaite planifier mon voyage entre Kruth et Le Coteau	from_to
Je souhaite planifier mon voyage entre Cros-de-Cagnes et Sarreguemines	from_to
Je souhaite planifier mon voyage entre Réding et Boisleux	from_to
Je souhaite planifier mon voyage entre Labergement-Ste-Marie et St-Astier	from_to
Je souhaite planifier mon voyage entre St-Dalmas-de-Tende et Châlons-en-Champagne	from_to
Je souhaite planifier mon voyage entre Soissons et Pont-l'Évêque	from_to
Je souhaite planifier mon voyage entre Saléchan-Siradan et Champagné	from_to
Je souhaite planifier mon voyage entre Vias et Chalais	from_to
Je souhaite planifier mon voyage entre Loos-en-Gohelle et Aubazine-St-Hilaire	from_to
Je souhaite planifier mon voyage entre Rezé-Pont-Rousseau et Les Quatre-Routes	from_to
Je souhaite planifier mon voyage entre Retiers et Die	from_to
Je souhaite planifier mon voyage entre St-Lô et Pompadour	from_to
Je souhaite planifier mon voyage entre Cluses et Peltre	from_to
Je souhaite planifier mon voyage entre Guingamp et Pont-Remy	from_to
Je souhaite planifier mon voyage entre Le Pénity et Chantilly-Gouvieux	from_to
Je souhaite planifier mon voyage entre Chantenay-St-Imbert et Steenbecque	from_to
Je souhaite planifier mon voyage entre Onville et Port-Brillet	from_to
Je souhaite planifier mon voyage entre Martigné-Ferchaud et Arras	from_to
Je souhaite planifier mon voyage entre Nieul et Paimpol	from_to
Je souhaite planifier mon voyage entre Sin-le-Noble et Raismes	from_to
Je souhaite planifier mon voyage entre St-Mesmin et Aubiat	from_to
Je souhaite planifier mon voyage entre Nozières-Brignon et Septèmes	from_to
Je souhaite planifier mon voyage entre Seyssel-Corbonod et Hermes-Berthecourt	from_to
Je souhaite planifier mon voyage entre Picon-Busserine et St-Thégonnec	from_to
Je souhaite planifier mon voyage entre Hunspach et Hénin-Beaumont	from_to
Je souhaite planifier mon voyage entre Porté-Puymorens et Angerville	from_to
Je souhaite planifier mon voyage entre St-Pé-de-Bigorre et Jaux	from_to
Je souhaite planifier mon voyage entre Digoin et Polliat	from_to
Je souhaite planifier mon voyage entre Anse et Mothern	from_to
Je souhaite planifier mon voyage entre Pins-Justaret et La Chaussée-St-Victor	from_to
Je souhaite planifier mon voyage entre Mont-Dore et Rumilly	from_to
Je souhaite planifier mon voyage entre Vendôme-Villiers-sur-Loir et Luzenac-Garanou	from_to
Je souhaite planifier mon voyage entre Thouaré et Théoule-sur-Mer	from_to
Je souhaite planifier mon voyage entre Éloyes et Pont-Remy	from_to
Je souhaite planifier mon voyage entre Argenton-sur-Creuse et Vic-Mireval	from_to
Je souhaite planifier mon voyage entre Huriel et Fouday	from_to
Je souhaite planifier mon voyage entre Niolon et Bergerac	from_to
Je souhaite planifier mon voyage entre Grésy-sur-Aix et Carbonne	from_to
Je souhaite planifier mon voyage entre Loos-lez-Lille et Alençon	from_to
Je souhaite planifier mon voyage entre Ailly-sur-Noye et Plounérin	from_to
Je souhaite planifier mon voyage entre Vénissieux et Châtel-Censoir	from_to
Je souhaite planifier mon voyage entre Vertaizon et Castelsarrasin	from_to
Je souhaite planifier mon voyage entre Moult-Argences et Montreuil-sur-Ille	from_to
Je souhaite planifier mon voyage entre Orange et Monthermé	from_to
